詞	詞頻	注音	分類	作品名稱
爆裂魔法	15	ㄅㄠˋ ㄌㄧㄝˋ ㄇㄛˊ ㄈㄚˇ	動漫	為美好的世界獻上祝福
爆豪勝己	21	ㄅㄠˋ ㄏㄠˊ ㄕㄥˋ ㄐㄧˇ	動漫	我的英雄學院
爽子	13	ㄕㄨㄤˇ ㄗ˙	動漫	只想告訴你
爾德	15	ㄦˇ ㄉㄜˊ	動漫	BACCANO!大騷動!
爾梅	16	ㄦˇ ㄇㄟˊ	動漫	君主·埃爾梅羅二世事件簿
爾特	16	ㄦˇ ㄊㄜˋ	動漫	Fate/kaleid liner魔法少女☆伊莉雅
爾薩特	13	ㄦˇ ㄙㄚˋ ㄊㄜˋ	動漫	黑執事
爾邦	17	ㄦˇ ㄅㄤ	動漫	噬魂者
片居誠	12	ㄆㄧㄢˋ ㄐㄩ ㄔㄥˊ	動漫	古見同學是溝通魯蛇
牛込里美	15	ㄋㄧㄡˊ ㄖㄨˋ ㄌㄧˇ ㄇㄟˇ	動漫	BanG Dream!
牧之原	10	ㄇㄨˋ ㄓ ㄩㄢˊ	動漫	青春豬頭少年不會夢到兔女郎學姊
牧村	13	ㄇㄨˋ ㄘㄨㄣ	動漫	DEVILMAN crybaby
牧村美樹	14	ㄇㄨˋ ㄘㄨㄣ ㄇㄟˇ ㄕㄨˋ	動漫	DEVILMAN crybaby
牧真人	20	ㄇㄨˋ ㄓㄣ ㄖㄣˊ	動漫	蒼鷺與少年
牧野神奈	12	ㄇㄨˋ ㄧㄝˇ ㄕㄣˊ ㄋㄞˋ	動漫	玉子市場
物語系列	23	ㄨˋ ㄩˇ ㄒㄧˋ ㄌㄧㄝˋ	動漫	物語系列
特伊芙	23	ㄊㄜˋ ㄧ ㄈㄨˊ	動漫	紫羅蘭永恆花園
特南克斯	10	ㄊㄜˋ ㄋㄢˊ ㄎㄜˋ ㄙ	動漫	七龍珠
特布盧	14	ㄊㄜˋ ㄅㄨˋ ㄌㄨˊ	動漫	紫羅蘭永恆花園
特洛瓦	14	ㄊㄜˋ ㄌㄨㄛˋ ㄨㄚˇ	動漫	新機動戰記鋼彈W
特爾	17	ㄊㄜˋ ㄦˇ	動漫	灼眼的夏娜
特級廚師	13	ㄊㄜˋ ㄐㄧˊ ㄔㄨˊ ㄕ	動漫	中華一番
特萊希	14	ㄊㄜˋ ㄌㄞˊ ㄒㄧ	動漫	Re:CREATORS
特路爾森	10	ㄊㄜˋ ㄌㄨˋ ㄦˇ ㄙㄣ	動漫	無頭騎士異聞錄DuRaRaRa!!
犬夜叉	25	ㄑㄩㄢˇ ㄧㄝˋ ㄔㄚ	動漫	犬夜叉
犬山葵	15	ㄑㄩㄢˇ ㄕㄢ ㄎㄨㄟˊ	動漫	搖曳露營
犯罪係數	14	ㄈㄢˋ ㄗㄨㄟˋ ㄒㄧˋ ㄕㄨˋ	動漫	PSYCHO-PASS心靈判官
犯罪卿	13	ㄈㄢˋ ㄗㄨㄟˋ ㄑㄧㄥ	動漫	憂國的莫里亞蒂
狂賭之淵	23	ㄎㄨㄤˊ ㄉㄨˇ ㄓ ㄩㄢ	動漫	狂賭之淵
狗朗	15	ㄍㄡˇ ㄌㄤˇ	動漫	K
狡嚙慎也	19	ㄐㄧㄠˇ ㄋㄧㄝˋ ㄕㄣˋ ㄧㄝˇ	動漫	PSYCHO-PASS心靈判官
狩房淡幽	15	ㄕㄡˋ ㄈㄤˊ ㄉㄢˋ ㄧㄡ	動漫	蟲師
狼少女	19	ㄌㄤˊ ㄕㄠˋ ㄋㄩˇ	動漫	狼少女與黑王子
狼的孩子	12	ㄌㄤˊ ㄉㄜ˙ ㄏㄞˊ ㄗ˙	動漫	狼的孩子雨和雪
狼谷隼	13	ㄌㄤˊ ㄍㄨˇ ㄓㄨㄣˇ	動漫	學園奶爸
狼谷鷹	11	ㄌㄤˊ ㄍㄨˇ ㄧㄥ	動漫	學園奶爸
猿比古	9	ㄩㄢˊ ㄅㄧˇ ㄍㄨˇ	動漫	K
獄寺隼人	15	ㄩˋ ㄙˋ ㄓㄨㄣˇ ㄖㄣˊ	動漫	家庭教師HITMAN REBORN!
獅堂光	17	ㄕ ㄊㄤˊ ㄍㄨㄤ	動漫	魔法騎士雷阿斯
獅子王司	11	ㄕ ㄗ˙ ㄨㄤˊ ㄙ	動漫	Dr.STONE新石紀
獨步	18	ㄉㄨˊ ㄅㄨˋ	動漫	文豪Stray Dogs
獨語	24	ㄉㄨˊ ㄩˇ	動漫	藥師少女的獨語
獵人	142	ㄌㄧㄝˋ ㄖㄣˊ	動漫	獵人
獻上祝福	25	ㄒㄧㄢˋ ㄕㄤˋ ㄓㄨˋ ㄈㄨˊ	動漫	為美好的世界獻上祝福
獻出心臟	16	ㄒㄧㄢˋ ㄔㄨ ㄒㄧㄣ ㄗㄤˋ	動漫	進擊的巨人
玉子	19	ㄩˋ ㄗ˙	動漫	玉子市場
玉子市場	20	ㄩˋ ㄗ˙ ㄕˋ ㄔㄤˇ	動漫	玉子市場
玉木真理	20	ㄩˋ ㄇㄨˋ ㄓㄣ ㄌㄧˇ	動漫	比宇宙更遠的地方
玉葉妃	15	ㄩˋ ㄧㄝˋ ㄈㄟ	動漫	藥師少女的獨語
玉藻京介	11	ㄩˋ ㄗㄠˇ ㄐㄧㄥ ㄐㄧㄝˋ	動漫	靈異教師神眉
王宮	12	ㄨㄤˊ ㄍㄨㄥ	動漫	赤髮白雪姬
王權者	11	ㄨㄤˊ ㄑㄩㄢˊ ㄓㄜˇ	動漫	K
王牌	48	ㄨㄤˊ ㄆㄞˊ	動漫	鑽石王牌
王者天下	23	ㄨㄤˊ ㄓㄜˇ ㄊㄧㄢ ㄒㄧㄚˋ	動漫	王者天下
王騎	12	ㄨㄤˊ ㄑㄧˊ	動漫	王者天下
玖蘭樞	14	ㄐㄧㄡˇ ㄌㄢˊ ㄕㄨ	動漫	吸血鬼騎士
玲奈	17	ㄌㄧㄥˊ ㄋㄞˋ	動漫	阿波連同學深不可測
珊瑚	334	ㄕㄢ ㄏㄨˊ	動漫	犬夜叉
珊璞	15	ㄕㄢ ㄆㄨˊ	動漫	亂馬1/2
珞緹	12	ㄌㄨㄛˋ ㄊㄧˊ	動漫	異世界藥局
班諾	11	ㄅㄢ ㄋㄨㄛˋ	動漫	小書痴的下剋上
理莎	17	ㄌㄧˇ ㄕㄚ	動漫	崖上的波妞
琉璃昂	12	ㄌㄧㄡˊ ㄌㄧˊ ㄤˊ	動漫	在地下城尋求邂逅是否搞錯了什麼
琥珀	22	ㄏㄨˇ ㄆㄛˋ	動漫	Dr.STONE新石紀
琦薇	13	ㄑㄧˊ ㄨㄟˊ	動漫	Cyberpunk: Edgerunners
琪歌露	14	ㄑㄧˊ ㄍㄜ ㄌㄨˋ	動漫	怪獸8號
琪琪	23	ㄑㄧˊ ㄑㄧˊ	動漫	魔女宅急便
琳塔艾蒂	10	ㄌㄧㄣˊ ㄊㄚˇ ㄞˋ ㄉㄧˋ	動漫	Fate/kaleid liner魔法少女☆伊莉雅
琴吹紬	15	ㄑㄧㄣˊ ㄔㄨㄟ ㄔㄡˊ	動漫	K-ON!輕音部
琴美	13	ㄑㄧㄣˊ ㄇㄟˇ	動漫	CLANNAD
瑞希	15	ㄖㄨㄟˋ ㄒㄧ	動漫	元氣少女緣結神
瑟納斯	14	ㄙㄜˋ ㄋㄚˋ ㄙ	動漫	機動戰士鋼彈UC
瑪修基	20	ㄇㄚˇ ㄒㄧㄡ ㄐㄧ	動漫	Fate/Grand Order
瑪利亞	13	ㄇㄚˇ ㄌㄧˋ ㄧㄚˇ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
瑪琳	9	ㄇㄚˇ ㄌㄧㄣˊ	動漫	七大罪
瑪茵	14	ㄇㄚˇ ㄧㄣ	動漫	斬！赤紅之瞳
瑪荷	10	ㄇㄚˇ ㄏㄜˊ	動漫	世界頂尖的暗殺者轉生為異世界貴族
瑪莉	12	ㄇㄚˇ ㄌㄧˋ	動漫	機動戰士鋼彈UC
瑪莉亞	15	ㄇㄚˇ ㄌㄧˋ ㄧㄚˇ	動漫	旋風管家
瑪贊塔	15	ㄇㄚˇ ㄗㄢˋ ㄊㄚˇ	動漫	轉生王女與天才千金的魔法革命
環古達	12	ㄏㄨㄢˊ ㄍㄨˇ ㄉㄚˊ	動漫	炎炎消防隊
瓦特	17	ㄨㄚˇ ㄊㄜˋ	動漫	丹特麗安的書架
甘佐	11	ㄍㄢ ㄗㄨㄛˇ	動漫	91Days
生志摩妄	12	ㄕㄥ ㄓˋ ㄇㄛˊ ㄨㄤˋ	動漫	狂賭之淵
生活部	12	ㄕㄥ ㄏㄨㄛˊ ㄅㄨˋ	動漫	學園孤島
田中	60	ㄊㄧㄢˊ ㄓㄨㄥ	動漫	奇巧計程車
田中吉竹	15	ㄊㄧㄢˊ ㄓㄨㄥ ㄐㄧˊ ㄓㄨˊ	動漫	男子高中生的日常
田井中律	17	ㄊㄧㄢˊ ㄐㄧㄥˇ ㄓㄨㄥ ㄌㄩˋ	動漫	K-ON!輕音部
田宮良子	14	ㄊㄧㄢˊ ㄍㄨㄥ ㄌㄧㄤˊ ㄗ˙	動漫	寄生獸
田島悠	11	ㄊㄧㄢˊ ㄉㄠˇ ㄧㄡ	動漫	王牌投手振臂高揮
田所惠	16	ㄊㄧㄢˊ ㄙㄨㄛˇ ㄏㄨㄟˋ	動漫	食戟之靈
田沼要	15	ㄊㄧㄢˊ ㄓㄠˇ ㄧㄠˋ	動漫	夏目友人帳
田畑秀則	17	ㄊㄧㄢˊ ㄊㄧㄢˊ ㄒㄧㄡˋ ㄗㄜˊ	動漫	男子高中生的日常
由佳吏	16	ㄧㄡˊ ㄐㄧㄚ ㄌㄧˋ	動漫	戀愛與謊言
由比濱	15	ㄧㄡˊ ㄅㄧˇ ㄅㄧㄣ	動漫	果然我的青春戀愛喜劇搞錯了
由美	14	ㄧㄡˊ ㄇㄟˇ	動漫	狼少女與黑王子
男公關部	24	ㄋㄢˊ ㄍㄨㄥ ㄍㄨㄢ ㄅㄨˋ	動漫	櫻蘭高校男公關部
男子	23	ㄋㄢˊ ㄗˇ	動漫	男子高中生的日常
界塚	17	ㄐㄧㄝˋ ㄓㄨㄥˇ	動漫	ALDNOAH.ZERO
畫眉丸	19	ㄏㄨㄚˋ ㄇㄟˊ ㄨㄢˊ	動漫	地獄樂
異世界	23	ㄧˋ ㄕˋ ㄐㄧㄝˋ	動漫	異世界四重奏
異修羅	16	ㄧˋ ㄒㄧㄡ ㄌㄨㄛˊ	動漫	異修羅
異聞錄	22	ㄧˋ ㄨㄣˊ ㄌㄨˋ	動漫	無頭騎士異聞錄DuRaRaRa!!
異能	9	ㄧˋ ㄋㄥˊ	動漫	我的幸福婚約
症候群	13	ㄓㄥˋ ㄏㄡˋ ㄑㄩㄣˊ	動漫	青春豬頭少年不會夢到兔女郎學姊
登塔	13	ㄉㄥ ㄊㄚˇ	動漫	神之塔
白井黑子	19	ㄅㄞˊ ㄐㄧㄥˇ ㄏㄟ ㄗˇ	動漫	科學超電磁砲
白咲花	15	ㄅㄞˊ ㄒㄧㄠˋ ㄏㄨㄚ	動漫	天使降臨到我身邊
白崎香織	11	ㄅㄞˊ ㄑㄧˊ ㄒㄧㄤ ㄓ	動漫	平凡職業造就世界最強
白川	18	ㄅㄞˊ ㄔㄨㄢ	動漫	奇巧計程車
白澤	14	ㄅㄞˊ ㄗㄜˊ	動漫	鬼燈的冷徹
白石由竹	16	ㄅㄞˊ ㄕˊ ㄧㄡˊ ㄓㄨˊ	動漫	黃金神威
白石純太	17	ㄅㄞˊ ㄕˊ ㄔㄨㄣˊ ㄊㄞˋ	動漫	久保同學不放過我
白石結月	13	ㄅㄞˊ ㄕˊ ㄐㄧㄝˊ ㄩㄝˋ	動漫	比宇宙更遠的地方
白石誠太	11	ㄅㄞˊ ㄕˊ ㄔㄥˊ ㄊㄞˋ	動漫	久保同學不放過我
白箱	21	ㄅㄞˊ ㄒㄧㄤ	動漫	白箱
白血球	31	ㄅㄞˊ ㄒㄧㄝˇ ㄑㄧㄡˊ	動漫	工作細胞
白銀御行	18	ㄅㄞˊ ㄧㄣˊ ㄩˋ ㄒㄧㄥˊ	動漫	輝夜姬想讓人告白
白雪	122	ㄅㄞˊ ㄒㄩㄝˇ	動漫	赤髮白雪姬
白鳥愛羅	14	ㄅㄞˊ ㄋㄧㄠˇ ㄞˋ ㄌㄨㄛˊ	動漫	膽大黨
白龍	22	ㄅㄞˊ ㄌㄨㄥˊ	動漫	神隱少女
百之助	11	ㄅㄞˇ ㄓ ㄓㄨˋ	動漫	黃金神威
百分之百	166	ㄅㄞˇ ㄈㄣ ㄓ ㄅㄞˇ	動漫	路人超能100
百合	14	ㄅㄞˇ ㄏㄜˊ	動漫	加速世界
百鬼夜	20	ㄅㄞˇ ㄍㄨㄟˇ ㄧㄝˋ	動漫	百鬼夜行抄
百鬼夜行	8	ㄅㄞˇ ㄍㄨㄟˇ ㄧㄝˋ ㄒㄧㄥˊ	動漫	妖怪少爺
皇后崎迅	13	ㄏㄨㄤˊ ㄏㄡˋ ㄑㄧˊ ㄒㄩㄣˋ	動漫	桃源暗鬼
皐月	17	ㄍㄠ ㄩㄝˋ	動漫	KILL la KILL
皮卡丘	12	ㄆㄧˊ ㄎㄚˇ ㄑㄧㄡ	動漫	寶可夢
監獄學園	20	ㄐㄧㄢ ㄩˋ ㄒㄩㄝˊ ㄩㄢˊ	動漫	監獄學園
盧各圖	15	ㄌㄨˊ ㄍㄜˋ ㄊㄨˊ	動漫	世界頂尖的暗殺者轉生為異世界貴族
目錄	23	ㄇㄨˋ ㄌㄨˋ	動漫	魔法禁書目錄
直井文人	12	ㄓˊ ㄐㄧㄥˇ ㄨㄣˊ ㄖㄣˊ	動漫	Angel Beats!
直人	15	ㄓˊ ㄖㄣˊ	動漫	不要欺負我，長瀞同學
直哉	12	ㄓˊ ㄗㄞ	動漫	Another
直枝理樹	18	ㄓˊ ㄓ ㄌㄧˇ ㄕㄨˋ	動漫	Little Busters!
直樹美紀	12	ㄓˊ ㄕㄨˋ ㄇㄟˇ ㄐㄧˋ	動漫	學園孤島
直死之	13	ㄓˊ ㄙˇ ㄓ	動漫	空之境界
直繼	15	ㄓˊ ㄐㄧˋ	動漫	記錄的地平線
相信	15	ㄒㄧㄤ ㄒㄧㄣˋ	動漫	天元突破紅蓮螺巖
相信你	13	ㄒㄧㄤ ㄒㄧㄣˋ ㄋㄧˇ	動漫	天元突破紅蓮螺巖
相樂左	17	ㄒㄧㄤ ㄌㄜˋ ㄗㄨㄛˇ	動漫	神劍闖江湖
相澤千鶴	14	ㄒㄧㄤ ㄗㄜˊ ㄑㄧㄢ ㄏㄜˋ	動漫	侵略！花枝娘
相澤榮子	15	ㄒㄧㄤ ㄗㄜˊ ㄖㄨㄥˊ ㄗ˙	動漫	侵略！花枝娘
相澤消太	12	ㄒㄧㄤ ㄗㄜˊ ㄒㄧㄠ ㄊㄞˋ	動漫	我的英雄學院
相澤祐一	17	ㄒㄧㄤ ㄗㄜˊ ㄧㄡˋ ㄧ	動漫	Kanon
相澤雅	12	ㄒㄧㄤ ㄗㄜˊ ㄧㄚˇ	動漫	麻辣教師GTO
相生祐子	21	ㄒㄧㄤ ㄕㄥ ㄧㄡˋ ㄗ˙	動漫	日常
相聚一刻	20	ㄒㄧㄤ ㄐㄩˋ ㄧ ㄎㄜˋ	動漫	相聚一刻
相良宗介	19	ㄒㄧㄤ ㄌㄧㄤˊ ㄗㄨㄥ ㄐㄧㄝˋ	動漫	驚爆危機
盾之勇者	22	ㄉㄨㄣˋ ㄓ ㄩㄥˇ ㄓㄜˇ	動漫	盾之勇者成名錄
眉村健	11	ㄇㄟˊ ㄘㄨㄣ ㄐㄧㄢˋ	動漫	棒球大聯盟
看看嗎	13	ㄎㄢˋ ㄎㄢˋ ㄇㄚ˙	動漫	地獄少女
真人	13	ㄓㄣ ㄖㄣˊ	動漫	Little Busters!
真姬	11	ㄓㄣ ㄐㄧ	動漫	Love Live!
真子	15	ㄓㄣ ㄗ˙	動漫	KILL la KILL
真宮櫻	15	ㄓㄣ ㄍㄨㄥ ㄧㄥ	動漫	境界之輪迴
真實	14	ㄓㄣ ㄕˊ	動漫	神劍闖江湖
真山巧	14	ㄓㄣ ㄕㄢ ㄑㄧㄠˇ	動漫	蜂蜜幸運草
真島	11	ㄓㄣ ㄉㄠˇ	動漫	莉可麗絲
真島太一	14	ㄓㄣ ㄉㄠˇ ㄊㄞˋ ㄧ	動漫	花牌情緣
真崎杏子	13	ㄓㄣ ㄑㄧˊ ㄒㄧㄥˋ ㄗˇ	動漫	遊戲王
真打津輕	15	ㄓㄣ ㄉㄚˇ ㄐㄧㄣ ㄑㄧㄥ	動漫	不死少女的謀殺鬧劇
真正	14	ㄓㄣ ㄓㄥˋ	動漫	Vinland Saga海盜戰記
真波山岳	9	ㄓㄣ ㄅㄛ ㄕㄢ ㄩㄝˋ	動漫	飆速宅男
真田	13	ㄓㄣ ㄊㄧㄢˊ	動漫	戀愛與謊言
真田龍	12	ㄓㄣ ㄊㄧㄢˊ ㄌㄨㄥˊ	動漫	只想告訴你
真相	16	ㄓㄣ ㄒㄧㄤˋ	動漫	名偵探柯南
真神圭護	12	ㄓㄣ ㄕㄣˊ ㄍㄨㄟ ㄏㄨˋ	動漫	WITCH WATCH魔女守護者
真紀真	15	ㄓㄣ ㄐㄧˋ ㄓㄣ	動漫	鏈鋸人
真野	16	ㄓㄣ ㄧㄝˇ	動漫	擅長捉弄人的高木同學
真難	22	ㄓㄣ ㄋㄢˊ	動漫	宅男腐女戀愛真難
真麻煩	14	ㄓㄣ ㄇㄚˊ ㄈㄢˊ	動漫	齊木楠雄的災難
眷族	13	ㄐㄩㄢˋ ㄗㄨˊ	動漫	在地下城尋求邂逅是否搞錯了什麼
眼睛	14	ㄧㄢˇ ㄐㄧㄥ	動漫	灼眼的夏娜
矢澤妮可	8	ㄕˇ ㄗㄜˊ ㄋㄧˊ ㄎㄜˇ	動漫	Love Live!
矢野綾音	15	ㄕˇ ㄧㄝˇ ㄌㄧㄥˊ ㄧㄣ	動漫	只想告訴你
矢颪碇	10	ㄕˇ 颪 ㄉㄧㄥˋ	動漫	桃源暗鬼
知世	19	ㄓ ㄕˋ	動漫	庫洛魔法使
知利子	13	ㄓ ㄌㄧˋ ㄗ˙	動漫	未聞花名
石上優	14	ㄕˊ ㄕㄤˋ ㄧㄡ	動漫	輝夜姬想讓人告白
石島土門	11	ㄕˊ ㄉㄠˇ ㄊㄨˇ ㄇㄣˊ	動漫	烈火之炎
石川	10	ㄕˊ ㄔㄨㄢ	動漫	阿波連同學深不可測
石川透	15	ㄕˊ ㄔㄨㄢ ㄊㄡˋ	動漫	堀與宮村
石田大和	19	ㄕˊ ㄊㄧㄢˊ ㄉㄚˋ ㄏㄜˊ	動漫	數碼寶貝大冒險
石田將也	22	ㄕˊ ㄊㄧㄢˊ ㄐㄧㄤ ㄧㄝˇ	動漫	聲之形
石田雨龍	16	ㄕˊ ㄊㄧㄢˊ ㄩˇ ㄌㄨㄥˊ	動漫	BLEACH死神
石神千空	22	ㄕˊ ㄕㄣˊ ㄑㄧㄢ ㄎㄨㄥ	動漫	Dr.STONE新石紀
砂川愛	12	ㄕㄚ ㄔㄨㄢ ㄞˋ	動漫	俺物語!!
砂川誠	14	ㄕㄚ ㄔㄨㄢ ㄔㄥˊ	動漫	俺物語!!
碇源堂	12	ㄉㄧㄥˋ ㄩㄢˊ ㄊㄤˊ	動漫	新世紀福音戰士
碇真嗣	23	ㄉㄧㄥˋ ㄓㄣ ㄙˋ	動漫	新世紀福音戰士
碓冰拓海	16	ㄉㄨㄟˋ ㄅㄧㄥ ㄊㄨㄛˋ ㄏㄞˇ	動漫	會長是女僕大人
碧翠絲	14	ㄅㄧˋ ㄘㄨㄟˋ ㄙ	動漫	Re:從零開始的異世界生活
碧藍之海	22	ㄅㄧˋ ㄌㄢˊ ㄓ ㄏㄞˇ	動漫	碧藍之海
礦人道士	11	ㄎㄨㄤˋ ㄖㄣˊ ㄉㄠˋ ㄕˋ	動漫	哥布林殺手
神之一手	13	ㄕㄣˊ ㄓ ㄧ ㄕㄡˇ	動漫	棋靈王
神之塔	22	ㄕㄣˊ ㄓ ㄊㄚˇ	動漫	神之塔
神仙鄉	12	ㄕㄣˊ ㄒㄧㄢ ㄒㄧㄤ	動漫	地獄樂
神代愛依	12	ㄕㄣˊ ㄉㄞˋ ㄞˋ ㄧ	動漫	黑暗集會
神劍闖	24	ㄕㄣˊ ㄐㄧㄢˋ ㄔㄨㄤˇ	動漫	神劍闖江湖
神天衣	11	ㄕㄣˊ ㄊㄧㄢ ㄧ	動漫	龍王的工作！
神官長	10	ㄕㄣˊ ㄍㄨㄢ ㄓㄤˇ	動漫	小書痴的下剋上
神尾觀鈴	15	ㄕㄣˊ ㄨㄟˇ ㄍㄨㄢ ㄌㄧㄥˊ	動漫	AIR
神崎蘭子	12	ㄕㄣˊ ㄑㄧˊ ㄌㄢˊ ㄗ˙	動漫	偶像大師灰姑娘女孩
神崎麗美	13	ㄕㄣˊ ㄑㄧˊ ㄌㄧˋ ㄇㄟˇ	動漫	麻辣教師GTO
神樂	18	ㄕㄣˊ ㄌㄜˋ	動漫	銀魂
神樂光	15	ㄕㄣˊ ㄌㄜˋ ㄍㄨㄤ	動漫	少女歌劇Revue Starlight
神田優	15	ㄕㄣˊ ㄊㄧㄢˊ ㄧㄡ	動漫	驅魔少年
神田沙希	15	ㄕㄣˊ ㄊㄧㄢˊ ㄕㄚ ㄒㄧ	動漫	徒然喜歡你
神眉	21	ㄕㄣˊ ㄇㄟˊ	動漫	靈異教師神眉
神神迴	12	ㄕㄣˊ ㄕㄣˊ ㄏㄨㄟˊ	動漫	坂本日常
神裂火織	12	ㄕㄣˊ ㄌㄧㄝˋ ㄏㄨㄛˇ ㄓ	動漫	魔法禁書目錄
神谷望	11	ㄕㄣˊ ㄍㄨˇ ㄨㄤˋ	動漫	狼少女與黑王子
神谷薰	19	ㄕㄣˊ ㄍㄨˇ ㄒㄩㄣ	動漫	神劍闖江湖
神野惠	11	ㄕㄣˊ ㄧㄝˇ ㄏㄨㄟˋ	動漫	情色漫畫老師
神隱少女	28	ㄕㄣˊ ㄧㄣˇ ㄕㄠˋ ㄋㄩˇ	動漫	神隱少女
祥一郎	11	ㄒㄧㄤˊ ㄧ ㄌㄤˊ	動漫	會長是女僕大人
禁書	23	ㄐㄧㄣˋ ㄕㄨ	動漫	魔法禁書目錄
福星小子	22	ㄈㄨˊ ㄒㄧㄥ ㄒㄧㄠˇ ㄗ˙	動漫	福星小子
福爾摩斯	14	ㄈㄨˊ ㄦˇ ㄇㄛˊ ㄙ	動漫	憂國的莫里亞蒂
福特	17	ㄈㄨˊ ㄊㄜˋ	動漫	黑執事
福羅倫斯	21	ㄈㄨˊ ㄌㄨㄛˊ ㄌㄨㄣˊ ㄙ	動漫	狼與辛香料
福部里志	17	ㄈㄨˊ ㄅㄨˋ ㄌㄧˇ ㄓˋ	動漫	冰菓
福音	25	ㄈㄨˊ ㄧㄣ	動漫	新世紀福音戰士
禰豆子	22	ㄇㄧˊ ㄉㄡˋ ㄗˇ	動漫	鬼滅之刃
秋名山	14	ㄑㄧㄡ ㄇㄧㄥˊ ㄕㄢ	動漫	頭文字D
秋山澪	19	ㄑㄧㄡ ㄕㄢ ㄌㄧㄥˊ	動漫	K-ON!輕音部
秋本麗子	18	ㄑㄧㄡ ㄅㄣˇ ㄌㄧˋ ㄗ˙	動漫	烏龍派出所
秋樽櫻備	15	ㄑㄧㄡ ㄗㄨㄣ ㄧㄥ ㄅㄟˋ	動漫	炎炎消防隊
秋瀨或	13	ㄑㄧㄡ ㄌㄞˋ ㄏㄨㄛˋ	動漫	未來日記
科塞特斯	13	ㄎㄜ ㄙㄜˋ ㄊㄜˋ ㄙ	動漫	OVERLORD
科學	24	ㄎㄜ ㄒㄩㄝˊ	動漫	科學超電磁砲
科爾	9	ㄎㄜ ㄦˇ	動漫	嘆氣的亡靈想隱退
秘銀	12	ㄇㄧˋ ㄧㄣˊ	動漫	驚爆危機
租借女友	20	ㄗㄨ ㄐㄧㄝˋ ㄋㄩˇ ㄧㄡˇ	動漫	租借女友
移動城堡	27	ㄧˊ ㄉㄨㄥˋ ㄔㄥˊ ㄅㄠˇ	動漫	霍爾的移動城堡
稀咲鐵太	11	ㄒㄧ ㄒㄧㄠˋ ㄊㄧㄝˇ ㄊㄞˋ	動漫	東京復仇者
種村小依	10	ㄓㄨㄥˇ ㄘㄨㄣ ㄒㄧㄠˇ ㄧ	動漫	天使降臨到我身邊
稻田	12	ㄉㄠˋ ㄊㄧㄢˊ	動漫	銀之匙
稻葉鄉子	14	ㄉㄠˋ ㄧㄝˋ ㄒㄧㄤ ㄗ˙	動漫	靈異教師神眉
穆拉福	11	ㄇㄨˋ ㄌㄚ ㄈㄨˊ	動漫	機動戰士鋼彈SEED
穆斯卡	17	ㄇㄨˋ ㄙ ㄎㄚˇ	動漫	天空之城
穗乃果	22	ㄙㄨㄟˋ ㄋㄞˇ ㄍㄨㄛˇ	動漫	Love Live!
穗子	15	ㄙㄨㄟˋ ㄗ˙	動漫	風起
空之境界	22	ㄎㄨㄥ ㄓ ㄐㄧㄥˋ ㄐㄧㄝˋ	動漫	空之境界
空條徐倫	12	ㄎㄨㄥ ㄊㄧㄠˊ ㄒㄩˊ ㄌㄨㄣˊ	動漫	JOJO的奇妙冒險
空條承	18	ㄎㄨㄥ ㄊㄧㄠˊ ㄔㄥˊ	動漫	JOJO的奇妙冒險
空銀子	13	ㄎㄨㄥ ㄧㄣˊ ㄗ˙	動漫	龍王的工作！
突破	23	ㄊㄨˊ ㄆㄛˋ	動漫	天元突破紅蓮螺巖
窪谷須	11	ㄨㄚ ㄍㄨˇ ㄒㄩ	動漫	齊木楠雄的災難
竈門	26	ㄗㄠˋ ㄇㄣˊ	動漫	鬼滅之刃
立夏	15	ㄌㄧˋ ㄒㄧㄚˋ	動漫	Given被贈與的未來
立花瀧	25	ㄌㄧˋ ㄏㄨㄚ ㄌㄨㄥˊ	動漫	你的名字
立華奏	16	ㄌㄧˋ ㄏㄨㄚˊ ㄗㄡˋ	動漫	Angel Beats!
立野廣	16	ㄌㄧˋ ㄧㄝˇ ㄍㄨㄤˇ	動漫	靈異教師神眉
競技歌牌	12	ㄐㄧㄥˋ ㄐㄧˋ ㄍㄜ ㄆㄞˊ	動漫	花牌情緣
竹本祐太	18	ㄓㄨˊ ㄅㄣˇ ㄧㄡˋ ㄊㄞˋ	動漫	蜂蜜幸運草
笑面男	12	ㄒㄧㄠˋ ㄇㄧㄢˋ ㄋㄢˊ	動漫	攻殼機動隊
笠原匡	13	ㄌㄧˋ ㄩㄢˊ ㄎㄨㄤ	動漫	青之箱
笨蛋	22	ㄅㄣˋ ㄉㄢˋ	動漫	笨蛋，測驗，召喚獸
第一神拳	20	ㄉㄧˋ ㄧ ㄕㄣˊ ㄑㄩㄢˊ	動漫	第一神拳
第二十	20	ㄉㄧˋ ㄦˋ ㄕˊ	動漫	神之塔
笹塚衛士	13	ㄕˋ ㄓㄨㄥˇ ㄨㄟˋ ㄕˋ	動漫	魔人偵探腦嚙涅羅
筆記本	26	ㄅㄧˇ ㄐㄧˋ ㄅㄣˇ	動漫	死亡筆記本
等價交換	15	ㄉㄥˇ ㄐㄧㄚˋ ㄐㄧㄠ ㄏㄨㄢˋ	動漫	鋼之鍊金術師
管家	33	ㄍㄨㄢˇ ㄐㄧㄚ	動漫	旋風管家
管理員	12	ㄍㄨㄢˇ ㄌㄧˇ ㄩㄢˊ	動漫	小書痴的下剋上
